"OriginalAddress1","PermitNum","PermitClass","PermitClassMapped","PermitTypeDesc","Description","HousingUnits","HousingUnitsRemoved","HousingUnitsAdded","AppliedDate","EstProjectCost","IssuedDate","ExpiresDate","StatusCurrent","OriginalCity","OriginalState","OriginalZip","ContractorCompanyName","Link","Latitude","Longitude","Location1"
"9278 46TH AVE SW","7034874-CN","Single Family/Duplex","Residential","New","Construct north single family dwelling  per plan. (Establish use as single family residence with detached accessory dwelling unit per land use code. Construct two new single family dwellings  per plan. Review and processing for two records under 7017302-CN.)","1","0","1","2024 Jul 10 12:00:00 AM","231,827","2025 Aug 13 12:00:00 AM","2027 Feb 13 12:00:00 AM","Issued","SEATTLE","WA","98136",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7034874-CN","47.52020813","-122.39133688","POINT (-122.39133688 47.52020813)"
"14031 DENSMORE AVE N","7032955-CN","Single Family/Duplex","Residential","New","Construct east two-family dwelling (Establish use as single-family dwelling unit with attached and detached accessory dwelling units  per land use code. Construct (1) two-family dwelling & (1) one family dwelling  per plan. Review & process for (2) records under 7032955-CN)","4","0","4","2024 Oct 21 12:00:00 AM","501,722","2025 May 01 12:00:00 AM","2026 Nov 01 12:00:00 AM","Issued","SEATTLE","WA","98133",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7032955-CN","47.73141773","-122.33873802","POINT (-122.33873802 47.73141773)"
"4213 S FINDLAY ST","7033007-CN","Single Family/Duplex","Residential","New","Construct new two-family dwelling  per plan (Establish use as single family residence with attached and detached accessory dwelling units per land use code.  Construct new one- and two-family dwellings  per plan.  Review and processing for two records under 7033007-CN)","4","0","4","2024 Aug 06 12:00:00 AM","685,208","2025 Feb 12 12:00:00 AM","2026 Aug 12 12:00:00 AM","Issued","SEATTLE","WA","98118",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7033007-CN","47.55178195","-122.28012498","POINT (-122.28012498 47.55178195)"
"9004 5TH AVE S","7012130-CN","Single Family/Duplex","Residential","New","Construct new one family dwelling (SFR 3)  per plan (Establish use as single family residence and detached accessory dwelling unit per land use code.  Construct 6 new one family dwellings  review and processing for 6 records under 6974945-CN)","0",,,"2024 Mar 03 12:00:00 AM","162,953","2025 Jan 14 12:00:00 AM","2026 Jul 14 12:00:00 AM","Issued","SEATTLE","WA","98108",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7012130-CN","47.52285428","-122.32817528","POINT (-122.32817528 47.52285428)"
"9008 5TH AVE S","7012133-CN","Single Family/Duplex","Residential","New","Construct new one family dwelling (DADU 3)  per plan (Establish use as single family residence and detached accessory dwelling unit per land use code.  Construct 6 new one family dwellings  review and processing for 6 records under 6974945-CN).","0",,,"2024 Mar 03 12:00:00 AM","152,209","2025 Jan 14 12:00:00 AM","2026 Jul 14 12:00:00 AM","Issued","SEATTLE","WA","98108",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7012133-CN","47.52275869","-122.3280802","POINT (-122.3280802 47.52275869)"
"12542 37TH AVE NE","6887615-CN","Single Family/Duplex","Residential","New","Establish use as and construct a new single family residence (west building)  per plan.(Construct (1) new single family dwelling and (1) DADU and processing of (2) records under 6887615-CN)","2","0","2","2022 Apr 14 12:00:00 AM","526,075","2023 Jan 12 12:00:00 AM","2026 Jan 12 12:00:00 AM","Issued","SEATTLE","WA","98125",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6887615-CN","47.72057538","-122.28787561","POINT (-122.28787561 47.72057538)"
"715 15TH AVE","7035468-CN","Multifamily","Residential","New","Construct east townhouse  per plan. (Construct two townhouses per plan. Review and process for 2 records under 7035468-CN)","8","0","8","2024 Dec 18 12:00:00 AM","916,369","2025 Oct 03 12:00:00 AM","2027 Apr 03 12:00:00 AM","Issued","SEATTLE","WA","98122",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7035468-CN","47.6085511","-122.31312243","POINT (-122.31312243 47.6085511)"
"7942 13TH AVE SW","7057940-CN","Single Family/Duplex","Residential","New","Establish single-family residence  per Land Use Code. Construct one-family dwelling  per plan.","1","0","1","2025 Feb 04 12:00:00 AM","462,563","2025 May 13 12:00:00 AM","2026 Nov 13 12:00:00 AM","Issued","SEATTLE","WA","98106",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7057940-CN","47.53066459","-122.35139117","POINT (-122.35139117 47.53066459)"
"5915 9TH AVE NW","7012536-CN","Single Family/Duplex","Residential","New","Construct SE one-family dwelling (Establish use as single-family residence & allow detached accessory dwelling unit (DADU)  per land use code. Construct (4) one-family dwellings  per plan. Review & process for (4) records under 7000544-CN)","1","0","1","2024 Mar 07 12:00:00 AM","243,356","2024 Dec 19 12:00:00 AM","2026 Jun 19 12:00:00 AM","Issued","SEATTLE","WA","98107",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7012536-CN","47.67206334","-122.36882649","POINT (-122.36882649 47.67206334)"
"2208 WAVERLY WAY E","6975443-CN","Single Family/Duplex","Residential","New","Construct new one-family dwelling partially on existing foundations  per plan","1","0","1","2023 Dec 20 12:00:00 AM","1,281,639","2024 Jun 14 12:00:00 AM","2025 Dec 14 12:00:00 AM","Issued",,,,,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6975443-CN","47.6389529","-122.28768226","POINT (-122.28768226 47.6389529)"
"2823 E HOWELL ST","6975445-CN","Single Family/Duplex","Residential","New","Construct north/east two-family dwelling  per plan. [Establish single-family use with attached accessory dwelling unit and detached accessory dwelling unit per land use code. Construct one- and two-family dwellings  per plan. Review and processing for (2) construction records under 6975445-CN.]","4","0","4","2024 Jun 08 12:00:00 AM","808,891","2025 Apr 06 12:00:00 AM","2026 Oct 06 12:00:00 AM","Issued","SEATTLE","WA","98122",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6975445-CN","47.61746051","-122.2950827","POINT (-122.2950827 47.61746051)"
"11729 20TH AVE NE","7012583-CN","Single Family/Duplex","Residential","New","Construct west one-family dwelling (Establish use as single-family residence & allow attached accessory dwelling unit (AADU) & detached accessory dwelling unit (DADU)  per land use code. Construct (1) two-family dwelling & (1) one-family dwelling  per plan. Review & process for (2) records under 6994233-CN).","1","0","1","2024 Mar 04 12:00:00 AM","188,987","2025 Apr 11 12:00:00 AM","2026 Oct 11 12:00:00 AM","Issued","SEATTLE","WA","98125",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7012583-CN","47.71475103","-122.30776453","POINT (-122.30776453 47.71475103)"
"10318 B STONE AVE N","7036224-CN","Multifamily","Residential","New","Construct single family dwelling (2nd from the west - ""unit B"")  per plans (Establish use as single-family dwellings per the land use code. Construct four single-family dwellings per plans. Reviews and processing for 4 -CN's under 6901014)","1","0","1","2024 Jul 19 12:00:00 AM","277,798","2025 Sep 05 12:00:00 AM","2027 Mar 05 12:00:00 AM","Issued","SEATTLE","WA","98133",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7036224-CN","47.70380731","-122.3416643","POINT (-122.3416643 47.70380731)"
"8612 RAVENNA AVE NE","7036492-CN","Single Family/Duplex","Residential","New","Construct new West single family dwelling  per plan. (Construct single-family residence with detached ADU  per Land Use Code. Construct (2) single family dwellings  per plan.  Review and processing for two records under 7036492-CN).","1","1","2","2024 Nov 13 12:00:00 AM","644,210","2025 Jul 03 12:00:00 AM","2027 Jan 03 12:00:00 AM","Issued","SEATTLE","WA","98115",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7036492-CN","47.69155281","-122.30191081","POINT (-122.30191081 47.69155281)"
"920 D N 93RD ST","7036512-CN","Single Family/Duplex","Residential","New","Construct North new one family dwelling (Unit D)  per plan (Establish use as single family per land use code.  Construct (4) new one family dwellings  review and process for 4 CN's under 7036512-CN)","1","0","1","2024 Oct 01 12:00:00 AM","220,917","2025 Oct 17 12:00:00 AM","2027 Apr 17 12:00:00 AM","Issued","SEATTLE","WA","98103",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7036512-CN","47.69652418","-122.34624417","POINT (-122.34624417 47.69652418)"
"3904 42ND AVE S","7036514-CN","Single Family/Duplex","Residential","New","Construct new west one-family dwelling  per plan. (Establish use as single family residence with two detached accessory dwelling units per land use code. Construct three new one-family dwellings  per plan. Review and processing for three records under 7036514)","4","0","4","2024 Nov 05 12:00:00 AM","799,693","2025 May 15 12:00:00 AM","2026 Nov 15 12:00:00 AM","Issued","SEATTLE","WA","98118",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7036514-CN","47.5686173","-122.28047018","POINT (-122.28047018 47.5686173)"
,"7034197-CN","Single Family/Duplex","Residential","New","Establish use as 2-unit townhouse  per land use code. Construct new two-family dwelling  per plan. Existing detached dwelling unit to remain. Existing garage to be removed.","4","0","4","2024 Sep 17 12:00:00 AM","414,348","2024 Dec 16 12:00:00 AM","2026 Jun 16 12:00:00 AM","Issued",,,,,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7034197-CN",,,
"1516 S GRAND ST","7051546-CN","Multifamily","Residential","New","Establish use as rowhouses per Land Use Code. Construct multi-family dwelling  per plan.","3","0","3","2024 Nov 13 12:00:00 AM","893,238","2025 Jun 24 12:00:00 AM","2026 Dec 24 12:00:00 AM","Issued","SEATTLE","WA","98144",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7051546-CN","47.58720583","-122.31295835","POINT (-122.31295835 47.58720583)"
"317 NW 55TH ST","7052072-CN","Single Family/Duplex","Residential","New","Construct additions and alterations to existing one family dwelling  per plan.","0","0","0","2024 Oct 22 12:00:00 AM","95,000","2024 Dec 02 12:00:00 AM","2026 Jun 02 12:00:00 AM","Issued","SEATTLE","WA","98107",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7052072-CN","47.66839402","-122.3616578","POINT (-122.3616578 47.66839402)"
"9406 OLSON PL SW","7013337-CN","Vacant Land","Non-Residential","New","Construct north/northeast one-family dwelling (Lot B)  per plan. [Establish use as single-family  single-family with attached accessory dwelling unit  and detached accessory dwelling unit per land use code. Construct one- and two-family dwellings  per plan. Review and processing for (9) construction records under 6979363-CN.]","1","0","1","2024 Mar 08 12:00:00 AM","435,307","2025 Aug 13 12:00:00 AM","2027 Feb 13 12:00:00 AM","Issued","SEATTLE","WA","98106",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7013337-CN","47.51930706","-122.33820514","POINT (-122.33820514 47.51930706)"
"9416 OLSON PL SW","7013346-CN","Vacant Land","Non-Residential","New","Construct middle one-family dwelling (Lot H)  per plan. [Establish use as single-family  single-family with attached accessory dwelling unit  and detached accessory dwelling unit per land use code. Construct one- and two-family dwellings  per plan. Review and processing for (9) construction records under 6979363-CN.]","1","0","1","2024 Mar 08 12:00:00 AM","462,806","2025 Aug 13 12:00:00 AM","2027 Feb 13 12:00:00 AM","Issued","SEATTLE","WA","98106",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7013346-CN","47.51920447","-122.33861819","POINT (-122.33861819 47.51920447)"
"3656 24TH AVE S","7037138-CN","Single Family/Duplex","Residential","New","Establish use as a single-family residence per the land use code. Construct a one-family dwelling maintaining portions of foundation and structure  per plans","0","0","0","2024 Nov 22 12:00:00 AM","359,695","2025 May 27 12:00:00 AM","2026 Nov 27 12:00:00 AM","Issued","SEATTLE","WA","98144",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7037138-CN","47.57043229","-122.3015845","POINT (-122.3015845 47.57043229)"
"8001 25TH AVE NW","7014411-CN","Single Family/Duplex","Residential","New","Construct east single-family dwelling  per plan. (Establish use as single-family residence and detached accessory dwelling unit per land use code. Construct (2) new single-family dwellings  per plan. Review and processing for two records under 7014411-CN)","2","0","2","2024 Mar 23 12:00:00 AM","352,868","2024 Aug 07 12:00:00 AM","2026 Feb 07 12:00:00 AM","Issued","SEATTLE","WA","98117",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7014411-CN","47.68694983","-122.38895726","POINT (-122.38895726 47.68694983)"
"13024 CORLISS AVE N","7035166-CN","Single Family/Duplex","Residential","New","Construct new one-family dwelling  per plan.  Establish use as single family residence with attached and detached accessory dwellings units per land use code.  Construct new one- and two-family dwellings  per plan.  Review and processing for two records under 7018910-CN)","1","0","1","2024 Jul 15 12:00:00 AM","188,007","2025 Mar 14 12:00:00 AM","2026 Sep 14 12:00:00 AM","Issued","SEATTLE","WA","98133",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7035166-CN","47.72384118","-122.33108134","POINT (-122.33108134 47.72384118)"
"9891 RENTON AVE S","7036031-CN","Institutional","Non-Residential","New","Construct west storage facility (Establish use as secondary school (institution) per land use code.  Construct (2) storage buildings w/ hygiene facilities & associated site work  occupy per plan.  Review & process for (2) records under 7004388-CN)","0",,,"2024 Jul 19 12:00:00 AM","40,419","2025 Sep 10 12:00:00 AM","2027 Mar 10 12:00:00 AM","Issued","SEATTLE","WA","98178",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7036031-CN","47.51185743","-122.26318558","POINT (-122.26318558 47.51185743)"
"10318 D STONE AVE N","7036226-CN","Multifamily","Residential","New","Construct east single family dwelling (""unit D"")  per plans (Establish use as single-family dwellings per the land use code. Construct four single-family dwellings per plans. Reviews and processing for 4 -CN's under 6901014)","1","0","1","2024 Jul 19 12:00:00 AM","277,798","2025 Sep 05 12:00:00 AM","2027 Mar 05 12:00:00 AM","Issued","SEATTLE","WA","98133",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7036226-CN","47.70381377","-122.3414524","POINT (-122.3414524 47.70381377)"
